1, www.thisismoney.co.uk,money,news,article-2081609,Householders-waste-134m-electricity-year-overcharging-mobile-phones-laptops.html
2, news.yahoo.com,forget-nsa-tech-gadgets-spying-170109659.html
3, www.ckitchen.com,commercial,cooking-equipment,should_your_restaurant_use_gas_or_electric.html
4, www.ebay.com,gds,How-Much-Energy-Does-a-Mini-Fridge-Use-,10000000178626958,g.html
5, www.telegraph.co.uk,finance,personalfinance,money-saving-tips,11068475,Should-you-buy-a-banned-vacuum-cleaner-How-much-would-you-save-with-EU-approved-low-wattage-model.html
6, health.costhelper.com,electric-toothbrushes.html
7, www.bchydro.com,powersmart,residential,guides_tips,green-your-home,appliances_guide,cooking.html
8, www.consumeraffairs.com,homeowners,shark_navigator.html
9, www.consumeraffairs.com,utilities,pacific-gas-and-electric.html
10, www.solaraccreditation.com.au,consumers,purchasing-your-solar-pv-system.html
11, www.energy.gs,2008,08,how-much-electricity-does-russell-hobb.html
12, uncw.edu,ehs,residencehall.html
13, www.explainthatstuff.com,inductionchargers.html
14, www.activistpost.com,2012,04,real-cost-of-australian-carbon-tax.html
15, www.mass.gov,envir,smart_growth_toolkit,pages,mod-adu.html
16, hyperphysics.phy-astr.gsu.edu,hbase,thermo,houseenergy.html
17, www.ocregister.com,taxdollars,strong-478660-smart-opt.html
18, michaelbluejay.com,electricity,howmuch.html
19, www.energyquest.ca.gov,how_it_works,air_conditioner.html
20, www.citizensutilityboard.org,ciElectric_cubfacts_SmartMeterRF.html
21, www.thriftyfun.com,tf,Save_Money_On,Home_and_Garden,Saving-Money-on-Your-Electric-Bill-2.html
22, finance.yahoo.com,blogs,daily-ticker,how-obama-s-new-carbon-rules-could-raise-your-electric-bill-195657629.html
23, homeguides.sfgate.com,many-btus-furnace-need-house-100318.html
24, www.mass.gov,eea,agencies,massdep,water,drinking,boil-water-order-faq.html
25, www.telegraph.co.uk,finance,personalfinance,household-bills,10158897,Green-taxes-to-increase-energy-bills-by-a-third-by-2020.html
26, www.thisismoney.co.uk,money,bills,article-2573326,Energy-firms-tell-customers-smart-meter-free-supposed-EU-rules.html
27, www.energysavings.com,energy-consumption.html
28, www.fodors.com,news,story_3926.html
29, www.mlive.com,news,bay-city,index.ssf,2014,07,bay_city_smart_meter_program_l.html
30, www.epa.gov,climatechange,ghgemissions,ind-assumptions.html
31, www.statistik.at,web_en,statistics,energy_environment,energy,energy_consumption_of_households,index.html
32, www.telegraph.co.uk,finance,personalfinance,household-bills,10267013,Smart-meters-good-idea-or-a-lot-of-hot-air.html
33, www.spectralightuv.com,eco-pool-pump.html
34, archive.azcentral.com,style,hfe,decor,articles,20120106arizona-pool-pump-energy-efficiency-laws.html
35, www.treehugger.com,gadgets,keep-calm-your-iphone-does-not-use-more-energy-your-refrigerator.html
36, electric-range-review.toptenreviews.com,pros-and-cons-of-gas-versus-electric-ranges.html
37, blog.tsa.gov,2014,07,tsa-travel-tips-enhanced-security.html
38, www.supertopo.com,a,SuperTopo-Goes-Solar-How-and-why-we-choose-solar-photovoltaic-panels-for-our-house,a11338n.html
39, withouthotair.blogspot.com,2008,10,how-to-boil-water.html
40, www.sunfrost.com,all_efficient_refrigerator_models.html
41, standby.lbl.gov,faq.html
42, www.independent.co.uk,environment,shoppers-rush-to-buy-extrastrength-vacuum-cleaners-before-eu-ban-comes-into-force-9707247.html
43, www.thesolarplanner.com,photovoltaic_tutorial.html
44, ideas.repec.org,p,arz,wpaper,eres2012_305.html
45, www.treehugger.com,clean-technology,ask-pablo-electric-kettle-stove-or-microwave-oven.html
46, www.wec-indicators.enerdata.eu,household-electricity-use.html
47, www.stopocsmartmeters.com,what-is-a-smart-meter.html
48, weblogs.baltimoresun.com,business,hancock,blog,2011,09,did_your_estimated_bge_bill_se.html
49, www.energy.gs,2008,08,how-much-electricity-does-russel-hobbs.html
50, www.treehugger.com,sustainable-product-design,more-on-measuring-energy-in-green-building-absolute-vs-relative.html
51, australianpolitics.com,2014,06,23,abbott-submits-carbon-tax-repeal-bills-for-third-time.html
52, www.carbonfootprint.com,energyconsumption.html
53, www.trane.com,residential,en,resources,hvac-basics,how-does-an-air-conditioner-work.html
54, www.military.com,money,home-ownership,maintaining-your-home,7-ways-to-lower-your-utility-bill.html
55, www.stopocsmartmeters.com,price-increases.html
56, michaelbluejay.com,electricity,myths.html
57, www.hometips.com,buying-guides,airconditioning.html
58, www.denticheck.com.au,Manual-vs-Electric-Toothbrushes.html
59, www.oregonlive.com,today,index.ssf,2015,02,legislature_to_consider_ban_on.html
60, www.ext.colostate.edu,pubs,consumer,10628.html
61, www.telegraph.co.uk,finance,personalfinance,energy-bills,10946953,Will-I-save-money-by-turning-off-my-fridge-and-freezer-at-night.html
62, www.thisismoney.co.uk,money,news,article-2730642,Buy-powerful-vacuum-cleaner-BANNED-New-EU-rules-ban-best-models-September-warns-Which.html
63, www.dcrainmaker.com,2010,11,how-calorie-measurement-works-on-garmin.html
64, www.stat.fi,til,asen,index_en.html
65, www.explainthatstuff.com,how-electric-kettles-work.html
66, www.telegraph.co.uk,finance,personalfinance,household-bills,10449285,Slow-cooker-vs-oven-How-much-cheaper.html
67, www.naturalhandyman.com,iip,infpool,infpoolpumpenergystar.html
68, www.ecopoolpumps.com,energy-efficient-pool-pumps.html
69, www.dailymail.co.uk,news,article-2156648,Government-plans-install-smart-meters-homes-leave-open-cyber-attack.html
70, www.thisismoney.co.uk,money,bills,article-2218782,Cut-energy-bills-10-tips-reduce-gas-electricity-costs.html
71, www.devvy.com,new_site,smart-meter-081511.html
72, www.everythingusb.com,superspeed-usb.html
73, www.aweo.org,problemwithwind.html
74, www.p4c.philips.com,cgi-bin,cpindex.pl%3Fctn%3DHX9882,12%26dct%3DQAD%26faqview%3D1%26mid%3DLink_FAQs%26refnr%3D0071221%26scy%3DUS%26slg%3DAEN%26view%3Daa12_view_partial.html
75, www.seriouseats.com,2013,09,equipment-we-test-the-199-sous-vide-circulato.html
76, www.dailymail.co.uk,debate,article-2740273,DANIEL-HANNAN-Banning-vacuum-cleaners-isn-t-saving-planet-s-Brussels-grabbing-power.html
77, www.thestar.com,business,personal_finance,spending_saving,2011,04,25,16_ways_to_cut_your_hydro_bill.html
78, michaelbluejay.com,electricity,gas.html
79, www.seriouseats.com,talk,2009,02,how-important-is-a-gas-range-top-vs-electric.html
80, www.nytimes.com,1991,01,13,travel,practical-traveler-coping-with-electrical-outlets-abroad.html
81, https%3A,,ideas.repec.org,p,ssb,dispap,346.html
82, sierraclub.typepad.com,greenlife,2012,09,microwave-or-stove-whats-efficient.html
83, www.smh.com.au,entertainment,power-companies-and-carbon-tax-20140915-10gbo4.html
84, www.fpl.com,save,programs,ac-rebate.html
85, www.homeenergyconnection.com,rebates.html
86, www.t-mobile.com,phone-upgrade.html
87, www.trane.com,residential,en,products,whats-right-for-my-home.html
88, www.brianodonovan.ie,2011,12,does-clock-on-my-microwave-consume-more.html
89, www.rei.com,learn,expert-advice,electricity-faqs-glossary.html
90, www.huffingtonpost.com,2013,08,20,iphone-energy-refrigerator-controversial-study_n_3782211.html
91, archplanbaltimore.blogspot.com,2014,01,the-energy-footprint-of-apartments.html
93, www.green-energy-efficient-homes.com,energy-saving-kettles.html
94, www.city-data.com,forum,phoenix-area,1099323-help-i-need-suggestions-how-lower.html
95, www.bchydro.com,news,conservation,2013,ways-to-save.html
96, www.telegraph.co.uk,finance,personalfinance,household-bills,10148848,Will-a-gas-oven-be-cheaper-than-electric.html
97, www.slate.com,articles,health_and_science,the_green_lantern,2010,12,trimming_your_carbon_footprint.html
98, www.consumeraffairs.com,utilities,com_ed.html
99, www.buffalo.edu,youhavethepower,homeconv.html
100, michaelbluejay.com,electricity,refrigerators.html
101, www.firstenergycorp.com,content,customer,help,billingpayments,assistance_serviceprogram,penelec.html
102, www.livescience.com,41747-best-solar-panels.html
103, www.theguardian.com,notesandqueries,query,0%2C5753%2C-2452%2C00.html
104, www.watoday.com.au,wa-news,carbon-tax-to-more-than-double-electricity-price-hikes-20110710-1h8n8.html
105, www.consumerenergycenter.org,residential,appliances,refrigerators.html
106, www.onebag.com,electrical.html
107, www.networkworld.com,article,2228642,microsoft-subnet,are-smart-meters-real-time-surveillance-spies-.html
108, www.who.int,peh-emf,about,WhatisEMF,en,index3.html
109, www.themudhome.com,solar-power.html
110, www.mass.gov,eea,grants-and-tech-assistance,guidance-technical-assistance,agencies-and-divisions,dpu,winter-heating.html
111, takecontrolmaryland.com,delmarva,what_is_a_smart_meter.html
112, www.green-energy-efficient-homes.com,home-air-conditioning-problems.html
113, www.cmpco.com,smartmeter,smartmeter_smartgrid.html
114, www.americanstandardair.com,products,heating-and-cooling,air-conditioners.html
115, www.crutchfield.com,ISEO-rgbtcspd,learn,learningcenter,home,powerprotection.html
116, www.environment.gov.au,minister,hunt,2013,sp20131024.html
117, michaelbluejay.com,electricity,vampire.html
118, modern-electronics.weebly.com,electric-toothbrush.html
119, www.lumberjackhomes.com,maintenance.html
120, www.smh.com.au,environment,climate-change,emissions-from-energy-generation-jump-most-in-eight-years-after-carbon-price-axed-20140903-10by8d.html
121, www.geothermalgenius.org,thinking-of-buying,our-journey-into-going-green.html
122, www.firstenergycorp.com,content,customer,help,pa-smartmeter,faq.html
123, www.treehugger.com,htgg,how-to-go-green-in-the-kitchen.html
124, www.swimming-pool-information.com,multi-speed-pumps.html
125, www.theage.com.au,comment,carbon-tax-merely-a-blip-in-power-price-scandal-20140715-zt7na.html
126, www.city-data.com,forum,baltimore,1940958-has-bge-installed-smartmeter-your-home.html
127, www.thisismoney.co.uk,money,experts,article-2181062,Is-cheaper-use-gas-electric-cooking-heating-house.html
128, michaelbluejay.com,electricity,lighting.html
129, www.extendmypoolseason.com,questions-heat-pumps.html
130, www.kondra.com,circuit,circuit.html
131, www.brevilleusa.com,the-smart-oven-r.html
132, www.sunelco.com,class_electricity.html
133, www.washingtonsblog.com,2013,06,is-your-smart-meter-spying-on-you.html
134, www.fpl.com,save,lower-bill,top-tips.html
135, www.keeperofthehome.org,2012,03,the-microwave-why-you-should-avoid-it-and-other-options.html
136, www.voltagevalet.com,info.html
137, www.gtech.co.uk,cordless-vacuum-cleaners,airram-vacuum-cleaner.html
138, www.theinverterstore.com,tips.html
139, www.chicagotribune.com,business,yourmoney,chi-ym-spending-1104nov04-story.html
140, www.green-energy-efficient-homes.com,turn-off-lights.html
141, blog.diykyoto.com,2012,10,how-i-reduced-my-electricity-bill-by-60.html
142, www.livescience.com,38355-fluorescent-lights-save-energy.html
143, www.thisismoney.co.uk,money,experts,article-2061307,Can-really-save-money-switching-lights.html
144, www.furnacecompare.com,furnaces,mobile-home.html
145, www.consumerenergycenter.org,residential,heating_cooling,heating_cooling.html
146, climateboy.blogspot.com,2012,08,smart-meters-and-dumb-people.html
147, www.ksat.com,content,pns,ksat,news,2014,08,06,cps-energy-ready-to-install-smart-meters.html
148, oilprice.com,Latest-Energy-News,World-News,EU-Imposes-Ban-On-High-Powered-Vacuum-Cleaners.html
149, www.telegraph.co.uk,finance,personalfinance,household-bills,10920520,The-devices-quietly-running-up-your-energy-bills.html
150, www.currys.co.uk,gbuk,cordless-vacuum-buying-guide-821-commercial.html
151, www.bchydro.com,powersmart,residential,guides_tips,green-your-home,lighting_guide,Turn_Off_Unnecessary_Lights.html
152, www.explainthatstuff.com,electricmotors.html
153, www.toacorn.com,news,2012-10-11,Front_Page,Some_blame_smart_meters_for_higher_bills.html
154, www.eviloverlord.com,lists,overlord.html
155, www.commodities-now.com,reports,power-and-energy,2136-what-is-a-megawatt.html
156, www.apgsolar.com,pool-pumps.html
157, www.huffingtonpost.com,david-h-bailey,smart-meters-dumb-science_b_2768405.html
158, smallstepsforsustainability.blogspot.com,2013,10,back-to-basics-boiling-kettle.html
159, www.thriftyfun.com,Using-A-Toaster-Oven-1.html
160, www.rdhmag.com,articles,print,volume-25,issue-10,feature,five-common-misconceptions-about-power-toothbrushes.html
161, www.lovemyfire.com,kindle-fire-battery.html
162, www.prisonplanet.com,expert-smart-meters-will-know-what-tv-show-youre-watching.html
163, www.kouba-cavallo.com,refrig1.html
164, www.bostonglobe.com,business,2015,01,04,study-supports-carbon-tax-but-now-hard-part-comes-for-environmentalists,2CTDqh8g2YZB8drWceRDBP,story.html
165, www.cleanenergycouncil.org.au,technologies,solar-pv.html
166, homeguides.sfgate.com,advantages-disadvantages-having-gas-cooktop-range-over-electric-smoothtop-range-72916.html
167, www.currys.co.uk,gbuk,home-appliances-buying-guide-1728-commercial.html
168, www.techmind.org,energy,calcs.html
169, www.katom.com,cat,restaurant-equipment,comparing-gas-vs-electric-in-the-restaurant-equipment-arena-katom.html
170, www.treehugger.com,corporate-responsibility,boulder-colorado-usa-enacts-carbon-tax.html
171, www.bchydro.com,powersmart,residential,guides_tips,green-your-home,whole_home_efficiency,solar-voltaic-systems.html
172, www.telegraph.co.uk,comment,9575598,George-Osbornes-CO2-tax-will-double-UK-electricity-bills.html
173, boards.straightdope.com,sdmb,archive,index.php,t-721805.html
174, www.nolo.com,legal-encyclopedia,preventing-utility-shut-off.html
175, www.lessemf.com,smart.html
176, arizona.sierraclub.org,political_action,tracker,HB2334.html
177, www.thisoldhouse.com,toh,photos,0%2C%2C20169070%2C00.html
178, www.treehugger.com,clean-technology,5-energy-efficient-air-conditioners-to-keep-you-cool.html
179, www.treehugger.com,gadgets,microwave-or-toaster-oven-which-is-the-greener-kitchen-gadget.html
180, homeguides.sfgate.com,household-appliances-use-electricity-90806.html
181, rapidcityjournal.com,lifestyles,is-a-portable-ac-unit-cheaper-than-central-air,article_a4f81f55-2c86-59dc-a991-3be9f196a16d.html
182, www.dummies.com,how-to,content,the-essentials-of-photovoltaic-solar-power-for-you.html
183, www.brisbanetimes.com.au,queensland,palmers-populist-carbon-tax-ploy-wont-cut-power-bills-20140710-zt3qj.html
184, www.ehow.com,list_7614822_household-appliances-use-electricity.html
185, www.consumeraffairs.com,homeowners,samsung_microwave.html
186, www.citizensinformation.ie,en,housing,housing_grants_and_schemes,home_energy_saving_scheme.html
